Tm;Player;Age;PER;points;rebounds;assists;steals;blocks
GSW;Ralph Sampson;27;95;16.8;12.9;1.2;3.4;
GSW;Terry Teagle;27;41;4.7;10.3;1.6;0.2;
CHI;Sam Vincent;24;15;6.2;35.6;1.8;0.8;
SEA;Danny Young;25;62;4.4;28.8;2.6;0.1;
NYK;Pat Cummings;31;29;14.2;5.6;1;0.7;
SAC;Jawann Oldham;30;59;17.5;4.7;0.6;6.5;
WSB;Darrell Walker;26;15;7.5;14.7;3.2;0.6;
SAS;Kurt Nimphius;29;73;9;7.2;1.1;3.3;
PHO;Mark West;27;77;14.9;3.5;1.1;4.3;
CLE;Larry Nance;28;74;13.8;14;1;4.1;
SAC;Derek Smith;26;58;6.2;14.5;1.1;1.1;
SAC;Mike McGee;28;19;6.9;10.1;2.5;0.4;
GSW;Steve Harris;24;42;6.6;12;2.2;0.4;
HOU;Buck Johnson;24;26;10;7.9;1.6;1.7;
PHO;Kevin Johnson;21;73;7.7;37.3;2.3;0.5;
PHO;James Bailey;30;24;13.6;6.2;0.9;1.9;
BOS;Dirk Minniefield;27;1;5.1;26.9;2.5;0.2;
DEN;Wayne Cooper;31;4;16.4;4.2;0.6;6.2;
LAC;Reggie Williams;23;7;7.3;10.8;1.6;1.4;
HOU;Cedric Maxwell;32;49;11;9;1.2;0.8;
MIL;Paul Mokeski;31;82;14.7;3.5;1.6;1.9;
PHI;Roy Hinson;26;54;11.6;4.8;1.4;4.8;
LAL;Kurt Rambis;29;72;18;8.2;2.2;0.9;
PHI;Ben Coleman;26;64;12.2;4;0.9;1.8;
SAS;Ed Nealy;27;44;14.3;6.7;1.6;0.3;
SAS;Leon Wood;25;87;3.3;23.6;1.2;0.1;
IND;Stuart Gray;24;51;17;7.2;0.7;2.3;
PHI;Danny Vranes;29;62;8.8;6.3;1.7;2.6;
WSB;Mark Alarie;24;33;11.6;7.7;0.6;0.9;
SAC;Michael Jackson;23;72;4.2;29.8;1.3;0.4;
IND;Scott Skiles;23;17;4.8;31.2;1.4;0.2;
SEA;Clemon Johnson;31;85;13.5;2.9;0.9;2.1;
BOS;Brad Lohaus;23;10;11.4;9.2;1.4;3.3;
LAL;Wes Matthews;28;28;5.3;26.4;1.7;0.2;
HOU;Ralph Sampson;27;100;12.7;7.4;1.1;2.6;
CHI;Sedale Threatt;26;2;4.5;22.6;1.9;0.3;
HOU;World B. Free;34;63;3.4;13.1;1.4;0.2;
GSW;Sleepy Floyd;27;17;7.4;38.4;1.9;0.2;
DAL;Uwe Blab;25;47;11.1;6.9;0.6;2.5;
NJN;Ben Coleman;26;54;15.2;9.4;2.1;1.5;
DEN;Mike Evans;32;7;3.8;16.7;2.4;0.5;
BOS;Darren Daye;27;64;6.9;14.7;2.2;0.4;
NJN;Orlando Woolridge;28;91;8.5;18;1;1.9;
GSW;Dave Hoppen;23;12;15.3;6.6;1;0.6;
PHI;Tim McCormick;25;47;13.9;6.3;1.2;0.8;
CHI;Mike Brown;24;61;15.4;6.5;0.9;0.4;
PHO;Tyrone Corbin;25;7;12.4;13.6;2.4;0.3;
PHI;Mark McNamara;28;50;15.7;4.3;0.3;1.2;
PHO;Bernard Thompson;25;55;7.6;11.7;1.8;0.1;
SEA;Sam Vincent;24;27;5;32.8;1.8;0.5;
BOS;Jim Paxson;30;6;3;12.4;2.1;0.4;
DEN;Calvin Natt;31;23;9.5;11.6;1.1;0.3;
PHI;Andrew Toney;30;47;5.2;30.9;1.1;0.7;
BOS;Artis Gilmore;38;43;16.8;2.9;0.9;2;
CLE;Chris Dudley;22;96;16.5;6.3;1.2;2.2;
IND;Clinton Wheeler;28;76;4.3;26.7;3.4;0.2;
PHI;Bob Thornton;25;40;11.3;3.1;0.9;0.4;
GSW;Larry Smith;30;66;20.3;6.6;1.1;1.3;
MIL;Pace Mannion;27;20;6;15.4;1.3;0.9;
PHO;Mike Sanders;27;22;7.5;8.9;1.8;0.5;
PHO;Craig Hodges;27;7;3.9;13.4;1.6;0.3;
GSW;Tony White;22;81;3.4;15.8;1.9;0.3;
UTA;Carey Scurry;25;78;9.7;14.4;5;2.8;
LAC;Norris Coleman;26;12;10;4.6;1.2;0.8;
LAL;Mike Smrek;25;32;11.4;2.4;0.8;5.6;
CLE;Mike Sanders;27;90;6.6;9.3;1.5;0.7;
SAC;Franklin Edwards;28;48;2.5;29.9;1.1;0.1;
GSW;Joe Barry Carroll;29;72;12.7;6.8;1.5;3.6;
BOS;Reggie Lewis;22;58;9.2;9.3;1.9;2.1;
ATL;Scott Hastings;27;42;13.4;5.1;1;1.5;
HOU;Lester Conner;28;41;5;19.6;4.5;0.1;
NJN;Chris Engler;28;55;14.2;5.2;1.1;0.9;
NJN;Kevin McKenna;29;79;4.6;14.5;1.9;0.3;
LAL;Milt Wagner;24;85;4.2;21.7;0.8;0.6;
SAS;Ricky Wilson;23;86;3.8;20.1;2.1;0.4;
CHI;Artis Gilmore;38;37;9.7;3.2;0.7;1.9;
BOS;Jerry Sichting;31;7;3.4;20.5;1.9;0;
NYK;Billy Donovan;22;93;3.9;32.8;2.1;0.2;
PHO;Jeff Cook;31;70;16.6;4.5;1.2;1.3;
SEA;Sedale Threatt;26;94;5.2;22.9;4.5;0.9;
LAC;Eric White;22;73;9.4;4.1;0.9;0.5;
PHI;Dave Henderson;23;20;5.8;14.4;1.7;0.9;
DET;James Edwards;32;52;13.1;2.1;0.3;0.9;
SAS;Pete Myers;24;45;6.1;18.2;2.4;1;
POR;Jerry Sichting;31;10;2.5;13.1;1;0;
LAC;Claude Gregory;29;41;16.1;8.4;1.4;2.4;
LAC;Steve Burtt;25;77;4.6;20.1;1.5;0.9;
DET;Ralph Lewis;24;24;9.2;5.7;2;0.8;
NJN;Adrian Branch;24;30;9;8.3;2.5;2.2;
DET;William Bedford;24;94;12.2;1.8;1.3;3.3;
LAC;Martin Nessley;22;86;13.2;7.3;1.1;2.1;
MIL;John Stroeder;29;44;14.8;9.9;0.5;2.6;
NYK;Chris McNealy;26;59;13.8;11.4;2.9;0.5;
POR;Jim Paxson;30;14;3.7;13.4;1.2;0.2;
PHO;Winston Crite;22;90;14;7.6;0.9;1.8;
MIL;Jay Humphries;25;51;5.1;21.1;3.9;0.2;
LAL;Tony Campbell;25;56;6.3;9.3;2.2;0.5;
PHI;Vincent Askew;21;86;5.5;19.8;2.1;1.5;
UTA;Bart Kofoed;23;87;3.6;12.7;1.3;0.3;
SAC;Conner Henry;24;9;5.3;18.2;1.6;0.8;
NYK;Rick Carlisle;28;9;3.6;22.2;2.6;1.2;
GSW;Dirk Minniefield;27;66;5.8;25;3.5;0;
UTA;Scott Roth;24;68;7.5;10.8;2.8;0;
HOU;Steve Harris;24;89;5.5;12;1.9;0.6;
DAL;Steve Alford;23;20;6.3;15.4;4.3;0.9;
DEN;Otis Smith;24;5;8.2;7.6;1.2;1.8;
SAS;Charles Davis;29;71;11;12.8;0;0.9;
POR;Charles Jones;26;66;9;5.1;0.7;1.9;
NYK;Louis Orr;29;38;10.8;6.6;1.6;0;
NYK;Ray Tolbert;29;2;11.3;3.8;1.4;0.7;
ATL;Chris Washburn;22;1;17.6;2.3;1.1;2.8;
GSW;Kevin Henderson;23;48;5.6;16.2;2.2;0;
CLE;Johnny Rogers;24;25;9.5;2.6;1.2;1.1;
DAL;Jim Farmer;23;82;6.2;14.6;0.9;0.4;
NJN;Duane Washington;23;37;8.2;31.3;3.7;0;
LAC;Kenny Fields;25;13;10;9.3;1.5;0.7;
PHI;Steve Colter;25;1;6.9;24.1;2;0;
MIL;Conner Henry;24;53;7.4;26.3;1.4;0.4;
NYK;Sedric Toney;25;5;3.3;24.7;3.1;0.4;
DEN;Maurice Martin;23;47;9.3;13.1;2;1.3;
DEN;Michael Brooks;29;5;17.4;12.2;1.4;0.4;
PHI;Chris Welp;24;41;10.6;5.6;1.9;2.3;
DAL;Bill Wennington;24;21;17;4.8;2;4.1;
GSW;Mark Wade;22;92;6.8;32.5;2.7;0.5;
ATL;Mike McGee;28;24;7.6;16.3;2.1;0;
NYK;Tony White;22;72;1.5;12.1;0.4;0;
CHI;Granville Waiters;27;47;14.1;1.1;0.9;7.9;
SAS;Nate Blackwell;22;7;2.9;20;1.2;0;
PHO;Bill Martin;25;73;15;8;2.3;0;
HOU;Andre Turner;23;41;4.2;30.6;3.3;0.6;
CHI;Elston Turner;28;22;5.9;11.7;4.1;0;
NJN;Jamie Waller;23;87;8.3;5.2;2.1;0.7;
POR;Ronnie Murphy;23;65;6.7;8.7;2.6;0.6;
BOS;Greg Kite;26;46;16.5;2.9;1.7;5.3;
GSW;Chris Washburn;22;57;12.9;4.9;0.5;0;
NYK;Bob Thornton;25;95;8.8;6;1.1;0;
SAC;Joe Arlauckas;22;89;8.3;13.3;1.7;2.6;
LAL;Ray Tolbert;29;16;13.8;8.6;1.8;2.1;
BOS;Conner Henry;24;11;7.3;19.1;0.6;0.7;
ATL;Leon Wood;25;2;4.2;36;2.5;0;
IND;Greg Dreiling;25;90;12.6;8.8;1.3;3.2;
NYK;Gerald Henderson;32;1;8.3;24.3;1.4;0;
LAC;Lancaster Gordon;25;70;3.3;16.9;0.7;1.7;
DET;Chuck Nevitt;28;96;16;0;0.8;4.7;
SAS;Phil Zevenbergen;23;73;12.1;7.6;2.4;0.9;
GSW;Kermit Washington;36;8;18.9;0;3.4;4.2;
POR;Nikita Wilson;23;17;11;7;0;0;
HOU;Richard Anderson;27;77;16.8;11.2;0.9;0;
NYK;Rory Sparrow;29;47;2.2;12.8;3.7;0;
NJN;Mike O'Koren;29;51;4.5;6;2.8;2.3;
SAS;Johnny Moore;29;17;4.2;25.2;2.7;0;
NJN;Ricky Wilson;23;12;1.2;19.3;6.2;0;
WSB;Jay Murphy;25;87;19.4;3.2;0;0;
MIL;Rickie Winslow;23;7;8.8;5.7;1.1;0;
UTA;Eddie Hughes;27;78;5.1;24.9;0;0;
SAS;Richard Rellford;23;93;9;2.9;0;3.9;
SAC;Martin Nessley;22;55;11.9;0;1.2;1.4;
MIL;Charles Davis;29;60;4.3;11;2.5;1.5;
LAL;Billy Thompson;24;94;13.4;3.2;1.3;0;
MIL;Dave Hoppen;23;87;11.3;7.8;0;0;
DEN;Andre Moore;23;35;18.5;19.7;2.7;1.7;
PHO;Ron Moore;26;18;9.9;0;4.2;0;
UTA;Darryl Dawkins;31;79;10.3;4.5;0;2.2;
DET;Ron Moore;26;97;4.5;5.6;3.9;0;
ATL;Ennis Whatley;25;66;9.3;11.8;4.2;0;
LAC;Michael Phelps;26;40;4.6;19.3;10.3;0;
CLE;Kevin Henderson;23;1;11.8;13.6;0;0;
POR;Kevin Gamble;22;53;8.5;5.7;4.9;0;
LAC;Tod Murphy;24;50;5.6;14;2.5;0;
MIL;Andre Moore;23;12;7;8.6;0;0;
IND;Brian Rowsom;22;77;17.1;7.2;3.1;0;
CLE;Kannard Johnson;22;54;0;0;4.1;0;
CLE;Kent Benson;33;24;4.9;0;4.1;4.9;
NJN;Johnny Moore;29;3;11.6;12.3;0;0;
NYK;Carey Scurry;25;56;21.5;17.3;12.1;7.8;
DET;Darryl Dawkins;31;99;0;19.5;0;8.4;
LAL;Jeff Lamp;28;45;0;0;0;0;
DEN;Brad Wright;25;40;7.5;0;0;0;
MIL;Dudley Bradley;30;81;11.3;23.5;0;0;
CHI;Tony White;22;43;0;0;0;0;
DET;Walker Russell;27;48;0;100;0;0;
CHI;Michael Jordan;25;79;11.6;34.7;3.6;1.2;
SEA;Dale Ellis;28;71;6;8.1;1.6;0.4;
PHO;Kevin Johnson;22;70;5.7;40.4;2;0.4;
UTA;John Stockton;26;71;4.3;54.3;4.1;0.3;
SAC;Kenny Smith;23;45;3.9;29.2;1.5;0.1;
HOU;Otis Thorpe;26;77;13.6;9.3;1.2;0.7;
UTA;Karl Malone;25;38;15.1;12.8;2.3;1.3;
POR;Terry Porter;25;57;6.4;32.8;2.2;0.2;
GSW;Chris Mullin;25;19;7.8;20.1;2.5;0.7;
PHI;Charles Barkley;25;57;17.9;16;2;1.3;
POR;Clyde Drexler;26;18;10.9;22.2;3.2;1;
HOU;Hakeem Olajuwon;26;2;19.8;8.2;3.3;5.5;
LAC;Ken Norman;24;6;11.8;13.6;1.6;1.2;
IND;Chuck Person;24;87;9.5;15.6;1.3;0.3;
PHO;Tom Chambers;29;44;12.1;11.1;1.3;1;
ATL;Dominique Wilkins;29;45;10;11.9;1.9;1;
DEN;Alex English;35;48;5.6;19.7;1;0.2;
DAL;Derek Harper;27;17;4.2;30.1;2.9;0.8;
LAL;James Worthy;27;86;9.2;14.6;1.7;1.1;
DAL;Rolando Blackman;29;51;5.1;15.8;1.1;0.4;
DET;Isiah Thomas;27;65;5.3;34.3;2.3;0.4;
UTA;Mark Eaton;32;30;16.1;3.8;0.7;6.5;
NYK;Patrick Ewing;26;54;14.2;9.5;1.9;5.6;
LAL;Magic Johnson;29;64;11.7;48.6;2.3;0.4;
ATL;Moses Malone;33;24;18.1;5.8;1.3;2.1;
BOS;Kevin McHale;31;78;12.7;9.1;0.4;2;
DAL;Sam Perkins;27;96;13.3;6.7;1.3;1.9;
CLE;Ron Harper;25;32;8.1;22.7;3.2;1.5;
BOS;Robert Parish;35;33;20.1;9.1;1.4;2.4;
MIL;Terry Cummings;27;29;13.3;11.7;1.8;1.6;
CLE;Brad Daugherty;23;84;14.4;14.8;1.1;0.8;
CHI;Horace Grant;23;8;14;8.2;1.5;1.3;
SEA;Derrick McKey;22;15;9.3;10.7;1.8;1.5;
HOU;Sleepy Floyd;28;81;5.9;35.5;2.1;0.2;
DEN;Michael Adams;26;34;5.2;22.2;2.7;0.2;
UTA;Thurl Bailey;27;89;8.9;8.5;0.8;2;
DEN;Fat Lever;28;12;12.4;26.9;3.2;0.4;
PHI;Mike Gminski;29;9;15.7;7.4;0.8;2.3;
SAS;Willie Anderson;22;57;8.4;21.1;2.5;1.4;
CLE;Mark Price;24;73;4.7;33.8;2.1;0.1;
GSW;Mitch Richmond;23;50;8.6;17.6;1.4;0.3;
POR;Jerome Kersey;26;8;12.6;12.2;2.3;1.8;
POR;Kevin Duckworth;24;45;12.9;3.1;1;1.1;
GSW;Winston Garland;24;48;6.2;24.9;2.9;0.3;
BOS;Reggie Lewis;23;18;8.1;12.4;2.3;1.6;
DET;Bill Laimbeer;31;39;16.6;9.8;1;2.3;
PHI;Ron Anderson;30;22;8.7;7.9;1.3;0.5;
MIA;Rory Sparrow;30;100;4.6;25.6;1.9;0.4;
LAL;Byron Scott;27;95;6.5;13.1;2.1;0.6;
NYK;Charles Oakley;25;44;18.4;9.3;1.8;0.3;
MIL;Jack Sikma;33;15;13.9;15.5;1.6;1.5;
LAC;Benoit Benjamin;24;24;14.4;8.7;1;4.7;
PHI;Hersey Hawkins;22;82;4.9;13;2.3;0.8;
WSB;Darrell Walker;27;21;10.8;25;2.9;0.5;
WSB;Bernard King;32;69;8.2;18.2;1.2;0.3;
IND;Vern Fleming;26;60;6.7;28.1;1.5;0.3;
NJN;Roy Hinson;27;69;11.4;4.3;0.6;2.8;
SEA;Michael Cage;27;62;16.9;6.4;1.7;1.2;
IND;Reggie Miller;23;14;6.4;12.9;1.8;0.7;
NJN;Lester Conner;29;97;7.8;33.2;3.4;0.1;
CLE;Larry Nance;29;95;13;9.2;1.1;4.7;
ATL;Reggie Theus;31;74;5.2;23.2;2.1;0.4;
LAL;A.C. Green;25;99;16.4;5.5;1.8;1.2;
PHO;Jeff Hornacek;25;31;5.7;24.2;2.4;0.2;
NYK;Mark Jackson;23;89;7.7;33.7;2.6;0.2;
MIL;Larry Krystkowiak;24;56;14.3;6.1;1.8;0.2;
ATL;Doc Rivers;27;58;6.3;30;3.6;1;
NJN;Buck Williams;28;87;15.8;4.6;1.2;0.9;
MIA;Grant Long;22;76;12.6;9.1;2.4;1.2;
SAC;Rodney McCray;27;41;11.3;16.9;1.1;0.9;
WSB;Jeff Malone;27;74;4;14.9;0.8;0.3;
NYK;Gerald Wilkins;25;49;5.6;15.3;2.2;0.5;
CHI;Scottie Pippen;23;70;10.7;15.1;2.9;1.5;
WSB;John Williams;22;13;13;20.9;2.8;1.7;
DET;Joe Dumars;25;77;4;24.3;1.3;0.1;
SAS;Greg Anderson;24;63;15.5;3.7;2;2.6;
SEA;Xavier McDaniel;25;44;10.2;9.1;1.7;1;
UTA;Darrell Griffith;30;7;7.7;8.9;1.8;0.6;
MIA;Kevin Edwards;23;70;6.3;24.3;2.9;0.7;
SEA;Nate McMillan;24;59;9.3;36.4;3.2;1.1;
NYK;Johnny Newman;25;47;4.9;9.4;2.2;0.6;
CHI;Bill Cartwright;31;92;12.9;5.4;0.4;1.1;
BOS;Dennis Johnson;34;42;4.7;26.6;2;0.5;
CHH;Kelly Tripucka;29;55;6.4;15.7;1.8;0.4;
BOS;Brian Shaw;22;95;9.4;27;1.7;0.7;
PHI;Maurice Cheeks;32;57;4.5;32.6;2.2;0.4;
SAS;Alvin Robertson;26;65;9.2;25.5;4;0.9;
MIA;Billy Thompson;25;22;14.1;11.8;1.2;2.8;
HOU;Mike Woodson;30;39;4.6;13.5;1.9;0.5;
SAC;Harold Pressley;25;14;11.5;11.3;2;1.9;
CHH;Kurt Rambis;30;40;17.4;9.9;2.1;1.5;
MIL;Jay Humphries;26;17;4.9;25.9;3.1;0.1;
CHH;Rex Chapman;21;7;4.7;12.6;1.5;0.7;
DET;Dennis Rodman;27;87;19.8;6.3;1.3;2.1;
ATL;Cliff Levingston;28;34;12.4;4.7;2.2;1.9;
MIL;Paul Pressey;30;2;7;28.1;2.7;1.3;
LAC;Charles Smith;23;89;11.5;6.9;1.4;2.3;
CHH;Robert Reid;33;14;7.8;11.4;1.2;0.5;
CLE;Hot Rod Williams;26;17;12.7;7.2;1.8;3.6;
PHO;Armen Gilliam;24;35;13.6;3.4;1.2;0.7;
CLE;Mike Sanders;28;34;8.2;8.8;2.1;0.9;
NJN;Chris Morris;23;100;10.5;8.8;2.3;1.7;
MIL;Ricky Pierce;29;94;5.5;12.4;1.8;0.6;
WSB;Terry Catledge;25;76;15;5;1.1;0.7;
DET;Vinnie Johnson;32;69;7;18.4;1.8;0.5;
SAS;Vernon Maxwell;23;91;5.4;20.7;1.9;0.2;
CHH;Earl Cureton;31;8;13.2;8.4;1.2;1.8;
PHO;Eddie Johnson;29;94;8;12.2;1.1;0.2;
IND;Rik Smits;22;17;13.6;5.2;0.9;4.3;
NJN;Mike McGee;29;68;5.2;9.1;1.9;0.4;
PHO;Mark West;28;6;14.5;2.3;0.8;5.1;
NJN;Joe Barry Carroll;30;43;13.2;8;1.7;2.4;
LAL;Mychal Thompson;34;69;13.1;3.2;1.4;1.7;
MIA;Rony Seikaly;23;26;15.7;4.4;1.1;3;
LAL;Michael Cooper;32;18;5.5;20.3;1.8;0.9;
LAC;Gary Grant;23;65;6.6;37.6;3.4;0.3;
DEN;Danny Schayes;29;84;13.4;6.9;1;2.4;
GSW;Larry Smith;31;45;17.2;7.6;1.4;1.6;
GSW;Rod Higgins;29;19;10;10.9;0.9;1.2;
CLE;Craig Ehlo;27;64;8.9;19.2;2.9;0.6;
DEN;Wayne Cooper;32;41;17.1;5;0.9;6.4;
DEN;Walter Davis;34;40;4.2;15.3;1.7;0.2;
HOU;Buck Johnson;25;79;8.4;9.5;1.6;1.1;
NYK;Trent Tucker;29;66;5.4;9.2;2.2;0.2;
SAS;Frank Brickowski;29;43;12.2;10.4;2.6;1.1;
SEA;Alton Lister;30;19;16.9;4;0.7;6;
DET;Rick Mahorn;30;50;15.6;4.4;1.1;2.3;
GSW;Manute Bol;26;17;13.1;1.8;0.3;10.8;
CHH;Muggsy Bogues;24;81;5.2;46.2;3;0.2;
DAL;James Donaldson;31;53;18;3.1;0.7;2.7;
DEN;Elston Turner;29;69;8.5;9.5;2.3;0.3;
CHI;John Paxson;28;30;3.1;24.3;1.5;0.2;
CHI;Brad Sellers;26;75;7.6;7.7;1;2.4;
LAC;Quintin Dailey;28;46;6.3;14.2;2.4;0.2;
CHI;Sam Vincent;25;40;6.4;27.7;1.5;0.4;
CHH;Mike Holton;27;96;3.4;33.8;1.9;0.4;
LAL;Kareem Abdul-Jabbar;41;43;11;6.1;1.1;2.9;
ATL;John Battle;26;34;4.6;17.1;1.2;0.3;
PHO;Tyrone Corbin;26;56;12.8;8.9;2.3;0.4;
NJN;John Bagley;28;11;4.9;33.1;2.1;0.2;
SAC;Jim Petersen;26;62;13.6;7.3;1.4;2.4;
GSW;Otis Smith;25;46;10.3;11.8;2.5;1.4;
MIL;Sidney Moncrief;31;63;6.2;16.9;2;0.5;
IND;Scott Skiles;24;10;5.3;34.2;2;0.1;
GSW;Terry Teagle;28;11;8.4;9;2.3;0.6;
IND;Herb Williams;30;50;14;8.1;1;3;
SAC;Vinny Del Negro;22;54;5.9;19;2;0.5;
NJN;Dennis Hopson;23;7;7.2;10.2;2.2;1.2;
HOU;Derrick Chievous;21;29;9;7.4;1.5;0.4;
ATL;Jon Koncak;25;27;16.1;4.8;1.7;3.8;
DAL;Mark Aguirre;29;57;8.5;21.5;0.9;1.1;
LAC;Tom Garrick;22;84;5.6;21;2.4;0.3;
LAL;Orlando Woolridge;29;80;10.1;5.2;1;2.5;
ATL;Antoine Carr;27;36;10;8.6;1;2.5;
CHI;Dave Corzine;32;78;12.3;9.5;1;1.8;
POR;Steve Johnson;31;39;13.2;9.7;0.6;1.7;
WSB;Ledell Eackles;22;11;6.7;12.6;1.3;0.2;
DET;John Salley;24;55;13;6.9;1.4;3;
LAC;Joe Wolf;24;99;10;10.1;1;0.6;
WSB;Steve Colter;26;8;7;21.2;2.3;0.6;
CHH;Dave Hoppen;24;26;15;5.5;0.8;0.9;
SAC;Ricky Berry;24;66;7.5;8.5;1.3;0.9;
DAL;Brad Davis;33;76;4.3;25.2;1.7;0.8;
PHI;Scott Brooks;23;96;3.8;28.9;2.4;0.1;
NYK;Rod Strickland;22;3;6.5;31.8;3.3;0.1;
PHO;Dan Majerle;23;43;8.2;11.8;2.1;0.6;
BOS;Danny Ainge;29;14;6.6;23.1;1.9;0;
DET;Adrian Dantley;32;3;6.9;10.5;0.9;0.3;
CHH;Tim Kempton;25;14;12.5;10.3;1.5;0.6;
MIA;Jon Sundvold;27;24;3.7;17.6;1;0;
SAC;Ed Pinckney;25;45;12.1;8.1;1.9;1.9;
IND;Wayman Tisdale;24;89;13;8.9;1.3;1.4;
LAC;Norm Nixon;33;96;3.2;33.3;1.6;0;
DEN;Blair Rasmussen;26;89;11.3;4.9;1;1.8;
LAC;Reggie Williams;24;80;7.3;11.5;2.9;1.2;
POR;Caldwell Jones;38;83;12.7;5.3;0.9;3.9;
NYK;Sidney Green;28;45;17.2;7.6;1.7;0.8;
SAC;LaSalle Thompson;27;50;16.5;5.3;1.7;2.5;
HOU;Tim McCormick;26;80;11.2;5.9;0.7;1.1;
DET;James Edwards;33;18;10.4;5.7;0.4;1.5;
MIL;Fred Roberts;28;69;9.7;7.2;1.4;1.1;
MIA;Sylvester Gray;21;65;13.2;14.2;1.4;1.3;
SEA;Sedale Threatt;27;50;5.4;27.5;3.3;0.2;
ATL;Spud Webb;25;35;5.5;31;2.8;0.3;
MIA;Scott Hastings;28;45;10.8;7.1;1.3;2.1;
WSB;Harvey Grant;23;90;7.5;9;1.4;1.4;
NYK;Kenny Walker;24;71;11;3.9;1.6;2.2;
HOU;Purvis Short;31;66;8.4;13.4;1.8;0.7;
WSB;Charles Jones;31;100;12.2;4.4;1.6;3.9;
WSB;Mark Alarie;25;83;12.2;7.8;1;1.1;
BOS;Jim Paxson;31;49;3.7;13.2;1.6;0.4;
SAS;Dallas Comegys;24;31;11.5;3.7;1.7;3.4;
CHI;Craig Hodges;28;100;4.4;17.6;1.8;0.2;
SAC;Wayman Tisdale;24;84;14.5;7.6;0.9;1;
MIA;Pat Cummings;32;88;14.4;6.8;1.3;1;
GSW;Ralph Sampson;28;23;14.1;9;1.3;3.3;
CLE;Darnell Valentine;29;65;5.3;21.3;2.6;0.4;
SAS;Johnny Dawkins;25;31;5.1;28.9;2.3;0;
POR;Richard Anderson;28;3;11.6;11.4;1.9;0.6;
DAL;Adrian Dantley;32;17;7.8;11.6;0.9;0.4;
DAL;Bill Wennington;25;40;14.7;6;0.7;1.9;
DET;Mark Aguirre;29;40;8;12.7;0.8;0.4;
MIA;Pearl Washington;25;71;6.5;32.3;3.3;0.2;
DAL;Terry Tyler;32;62;10.9;5.7;1.1;2.2;
IND;LaSalle Thompson;27;42;17.2;5.1;1.5;2.1;
UTA;Mike Brown;25;19;13.6;5.5;1.2;1;
SAC;Danny Ainge;29;79;5.3;28.1;1.9;0.4;
IND;Detlef Schrempf;26;42;12.6;13.4;1.4;0.6;
PHI;Gerald Henderson;33;91;3.9;19.2;2.1;0.2;
UTA;Bob Hansen;28;72;7.4;7.8;1.9;0.4;
POR;Danny Young;26;13;4.2;15.9;2.7;0.2;
LAC;Danny Manning;22;5;9.6;12.2;2.1;1.5;
MIA;John Shasky;24;80;13.8;3.4;0.7;0.8;
SAC;Joe Kleine;27;29;14.2;5.3;0.9;1.1;
SAS;Dave Greenwood;31;81;14.3;7.9;1.5;1.6;
DAL;Herb Williams;30;19;12;5.4;0.8;3.5;
HOU;Frank Johnson;30;15;4.9;28;2.3;0;
GSW;Steve Alford;24;27;4;12.4;2.3;0.2;
DAL;Detlef Schrempf;26;83;10.8;14.8;1.4;0.6;
PHI;Chris Welp;25;25;12.8;4.5;1.3;2.8;
SEA;John Lucas;35;94;5.2;40.7;3.4;0.1;
NJN;Keith Lee;26;44;17.1;7;1.1;2.3;
SEA;Olden Polynice;24;50;13.8;3.2;2.1;2.2;
WSB;Dave Feitl;26;62;13.3;5.8;1;1.3;
CHH;Dell Curry;24;87;7.1;11.2;2.5;0.3;
POR;Adrian Branch;25;28;8.8;10.8;2.6;0.2;
POR;Mark Bryant;23;15;12.1;5.3;1.2;0.5;
HOU;Walter Berry;24;36;10.3;10.5;1.1;2.6;
UTA;Marc Iavaroni;32;6;9.2;5.6;0.7;1;
SAS;Albert King;29;45;9.7;14.3;1.6;0.5;
LAL;Tony Campbell;26;15;9.2;8.5;2.3;0.4;
IND;Stuart Gray;25;22;17.3;4.9;0.7;1.6;
UTA;Jim Les;25;14;6.2;36.5;1.7;0.4;
UTA;Eric Leckner;22;65;14.2;3.1;0.5;1.7;
SEA;Russ Schoene;28;69;11.9;6.4;2.3;1.9;
IND;John Long;32;100;4.8;12.4;1.8;0.1;
SAS;Darwin Cook;30;31;4.3;16.2;2.6;0.3;
BOS;Brad Lohaus;24;82;11;9.1;1.4;2.1;
SEA;Jerry Reynolds;26;48;7.6;12;3.4;2.1;
SAS;Michael Anderson;22;45;6.7;26.9;2.8;0.2;
LAC;Greg Kite;27;11;13.9;4.8;1.5;3.5;
IND;Randy Wittman;29;96;4.3;15.2;0.9;0.2;
PHI;Ben Coleman;27;1;14.1;3.4;0.7;1.5;
DEN;Bill Hanzlik;31;56;6.8;14.2;1.6;0.4;
PHI;Derek Smith;27;82;6.9;13.3;1.7;1.3;
MIL;Paul Mokeski;32;73;15.7;6.7;2;1.9;
BOS;Ed Pinckney;25;53;12.5;8.7;2.1;2;
BOS;Mark Acres;26;76;13.3;3.7;1.5;0.6;
HOU;Allen Leavell;31;65;4.6;26.8;1.9;0.5;
SAS;Mike Smrek;26;16;11.4;2.5;1;5.6;
PHO;Tim Perry;23;54;11.4;3.8;1.4;2.9;
SAC;Derek Smith;27;91;7.2;15;1.5;0.8;
DAL;Roy Tarpley;24;17;20.3;4.8;2.4;3;
NYK;Eddie Lee Wilkins;26;15;14.1;1.6;0.8;1.6;
CLE;Tree Rollins;33;44;13.4;4.2;0.9;3.8;
